Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark
25,6830,6406,10022,16727,7421,10099,57505,0,0,0,0,0,0,0,2468,2999,793,1951,1638,867,959,904,69,821,491,102,0,0,0,0,0,1
1,6635,6260,9812,16233,7168,9695,55803,0,1,0,2,0,1,4,2463,2916,809,1942,1598,887,938,860,90,767,498,83,1,0,0,0,2,0
2,6705,6272,9476,15969,7255,9680,55357,0,0,1,2,2,0,5,2500,2907,791,1904,1640,863,1023,900,80,745,510,89,2,1,1,0,1,5.4
3,6722,5970,9557,15926,7235,9711,55121,0,0,1,1,0,0,2,2514,2852,746,1783,1582,860,1014,829,81,704,447,84,0,0,1,0,2,5.4
4,6499,6075,9529,16064,7263,9726,55156,0,0,0,1,0,1,2,2371,2879,798,1924,1571,870,1012,856,64,783,446,103,0,0,1,0,1,5.4
5,6468,6092,9623,16140,7177,9689,55189,0,0,0,3,0,0,3,2370,2777,774,1952,1577,918,963,807,81,759,486,96,0,0,1,0,1,5.4
6,6612,6193,9497,16111,7114,9566,55093,0,0,1,3,2,2,8,2454,2972,736,1936,1551,877,953,871,63,806,468,96,1,0,1,0,4,7.8
7,6590,6014,9711,16210,7088,9524,55137,5,2,1,10,6,8,32,2404,2869,744,1992,1563,812,991,838,67,815,487,80,4,1,1,0,12,10.8
8,6537,6229,9679,16176,7057,9694,55372,6,7,8,20,7,10,58,2418,2875,797,1966,1574,839,927,860,76,760,467,69,15,3,1,0.001,25,13
9,6701,6209,9604,16055,7226,9778,55573,11,7,8,28,11,8,73,2497,2996,741,1851,1519,878,987,923,70,720,435,75,12,4,1,0.001,35,38.6
10,6605,6160,9674,16282,7197,9810,55728,13,7,12,45,10,24,111,2463,2966,781,1997,1602,856,1018,897,71,832,488,79,16,6,1,0.002,47,42
11,6566,6205,9580,16233,7224,9685,55493,24,18,18,64,20,23,167,2473,2891,751,1872,1592,888,994,878,78,766,482,75,31,7,1,0.002,75,42
12,6610,6019,9862,16114,7227,9606,55438,63,15,31,92,28,25,254,2362,2781,842,1858,1575,810,993,796,92,745,498,88,62,31,1,0.01,98,42
13,6674,6219,9701,16159,7199,9699,55651,73,35,23,138,37,41,347,2409,2874,761,1886,1517,911,972,853,67,729,474,112,74,33,1,0.01,139,42
14,6757,6228,9752,16132,7203,9676,55748,126,29,44,189,58,64,510,2393,2936,749,1894,1540,934,982,905,61,712,480,97,88,26,1,0.008,215,42
15,6762,6235,9584,15990,7075,9644,55290,152,61,73,268,76,73,703,2515,2942,781,1911,1605,848,986,853,56,796,477,100,157,50,1,0.015,268,42
16,6692,6114,9475,15913,7219,9534,54947,179,76,96,337,105,109,902,2490,2826,769,1908,1611,850,997,837,71,787,468,92,196,70,1,0.022,333,49
17,6654,5943,9531,15814,7043,9454,54439,282,109,121,455,121,159,1247,2421,2791,766,1863,1623,845,977,834,71,718,475,71,262,88,1,0.028,428,50
18,6533,6056,9369,15482,6933,9317,53690,335,169,168,587,167,184,1610,2434,2836,768,1818,1504,870,986,811,87,732,438,84,345,109,1,0.035,536,50
19,6450,5975,9348,15385,6824,9361,53343,455,192,235,794,230,285,2191,2363,2779,773,1890,1512,851,921,799,79,738,468,88,473,141,1,0.046,675,60.4
20,6359,5851,8943,14877,6850,9136,52016,566,270,292,931,278,340,2677,2395,2754,726,1754,1505,809,985,823,67,714,458,83,580,200,1,0.064,785,61.2
21,6092,5604,8757,14689,6642,8698,50482,654,312,316,1112,340,418,3152,2241,2518,724,1698,1461,789,904,816,70,677,445,78,646,235,1,0.079,944,61.2
22,5967,5434,8786,14383,6311,8546,49427,661,389,414,1280,414,487,3645,2243,2499,690,1639,1378,765,943,790,71,645,422,69,722,233,1,0.079,1066,69.6
23,5761,5446,8401,13942,6083,8372,48005,818,438,481,1420,448,544,4149,2169,2545,719,1705,1294,769,867,778,64,662,385,81,852,272,1,0.096,1233,69.6
24,5548,5079,8021,13174,5985,7934,45741,908,389,459,1509,485,582,4332,2042,2347,636,1652,1296,723,823,698,78,641,336,57,863,280,1,0.106,1334,91.4
25,5208,5000,7592,12673,5602,7501,43576,889,494,572,1684,531,632,4802,1979,2368,624,1523,1308,683,796,684,57,599,396,74,1011,359,1,0.138,1424,91.7
1,6677,6222,9749,16348,7128,9682,55806,0,0,2,0,0,0,2,2434,2878,785,1942,1552,843,948,862,78,790,423,84,0,0,0,0,1,0
2,6775,6264,9756,16133,7242,9891,56061,0,1,0,0,0,0,1,2526,2877,806,1889,1554,919,1007,830,72,724,467,88,0,0,0,0,1,3.2
3,6806,6236,9436,16206,7284,9845,55813,0,0,0,0,0,0,0,2507,2860,744,1876,1578,863,980,892,82,748,465,81,0,0,0,0,0,3.2
4,6873,6084,9785,16371,7356,9788,56257,0,0,0,0,0,0,0,2468,2798,817,1881,1600,920,1006,810,69,752,483,84,0,0,0,0,0,3.2
5,6809,6245,9829,16536,7235,9804,56458,0,0,0,0,0,0,0,2477,2991,798,2021,1586,856,978,897,77,813,456,74,0,0,0,0,0,3.2
6,6759,6270,9791,16427,7294,9808,56349,0,0,0,0,0,0,0,2488,2901,806,1961,1523,907,959,870,69,766,491,86,0,0,0,0,0,3.2
7,6848,6207,10014,16503,7215,9844,56631,0,0,0,0,0,0,0,2573,2909,805,2011,1562,924,1038,884,88,768,441,74,0,0,0,0,0,3.2
8,6760,6369,9984,16363,7265,9805,56546,0,0,0,0,0,0,0,2445,2962,846,1990,1589,853,978,900,69,831,506,98,0,0,0,0,0,3.2
9,6891,6418,9798,16157,7296,9737,56297,0,0,0,0,0,0,0,2531,3025,766,1839,1582,927,990,909,89,719,461,88,0,0,0,0,0,3.2
10,6945,6278,9857,16416,7198,9660,56354,0,0,0,0,0,0,0,2546,2900,793,1927,1550,875,1066,847,83,800,445,91,0,0,0,0,0,3.2
11,6927,6296,9802,16446,7167,9793,56431,0,0,0,0,0,0,0,2556,2998,721,1945,1508,833,1071,909,71,784,466,78,0,0,0,0,0,3.2
12,6820,6303,9813,16470,7241,9769,56416,0,0,0,0,0,0,0,2513,2972,778,1895,1570,935,1005,927,79,735,461,93,0,0,0,0,0,3.2
13,6780,6269,9993,16497,7166,9989,56694,0,0,0,0,0,0,0,2555,2944,796,1938,1505,899,1030,870,78,817,467,78,0,0,0,0,0,3.2
14,6720,6329,9804,16514,7377,9924,56668,0,0,0,0,0,0,0,2499,3036,773,1876,1567,820,999,933,63,779,499,93,0,0,0,0,0,3.2
15,6683,6315,9953,16771,7445,10101,57268,0,0,0,0,0,0,0,2463,3027,766,1986,1646,870,980,960,59,761,475,83,0,0,0,0,0,3.2
16,6654,6319,10199,16915,7501,9930,57518,0,0,0,0,0,0,0,2524,2974,844,2018,1705,860,1013,896,89,787,519,88,0,0,0,0,0,3.2
17,6648,6500,9968,16832,7476,10163,57587,0,0,0,0,0,0,0,2533,3035,806,1973,1651,939,980,922,87,806,495,98,0,0,0,0,0,3.2
18,6788,6348,10012,17007,7565,10197,57917,0,0,0,0,0,0,0,2528,2987,784,1975,1684,962,975,895,91,781,525,104,0,0,0,0,0,3.2
19,6808,6452,10331,17107,7554,10272,58524,0,0,0,0,0,0,0,2493,3052,822,2031,1713,933,1033,901,80,819,527,90,0,0,0,0,0,3.2
20,6939,6629,10070,17060,7670,10136,58504,0,0,0,0,0,0,0,2582,3103,781,2020,1693,891,1012,955,75,795,530,83,0,0,0,0,0,3.2
21,7023,6461,10276,17118,7605,10164,58647,0,0,0,0,0,0,0,2616,3040,820,2039,1626,909,1043,916,80,833,470,80,0,0,0,0,0,3.2
22,7017,6504,10261,17258,7493,10302,58835,0,0,0,0,0,0,0,2601,3062,805,2020,1691,907,1010,942,85,831,537,73,0,0,0,0,0,3.2
23,7048,6515,10278,17118,7646,10223,58828,0,0,0,0,0,0,0,2647,3093,842,2015,1729,932,1089,944,88,796,504,79,0,0,0,0,0,3.2
24,6966,6584,10135,17172,7554,10364,58775,0,0,0,0,0,0,0,2570,3080,785,2017,1639,919,1011,901,78,792,494,88,0,0,0,0,0,3.2
25,7048,6444,10157,17216,7742,10372,58979,0,0,0,0,0,0,0,2646,3012,800,2035,1747,942,1054,910,79,824,543,93,0,0,0,0,0,3.2
1,6660,6306,9684,16280,7147,9618,55695,0,1,0,1,1,0,3,2507,2920,783,1903,1608,845,1005,843,68,782,480,82,1,0,0,0,2,0
2,6704,6180,9626,15994,7159,9753,55416,3,1,0,2,1,0,7,2487,2869,762,1846,1585,914,995,864,69,721,472,87,3,1,1,0,3,3.6
3,6672,6130,9614,16140,7222,9646,55424,1,0,0,4,1,1,7,2535,2895,722,1894,1519,847,1013,875,76,761,488,100,0,0,1,0,5,16.6
4,6619,6218,9731,16202,7178,9556,55504,2,0,2,10,0,1,15,2486,2918,798,1977,1587,868,994,907,81,790,496,82,4,4,1,0.001,7,16.6
5,6670,6167,9766,15974,7052,9605,55234,2,2,3,9,2,4,22,2515,2921,798,1891,1503,843,1033,856,71,745,459,78,5,0,1,0,7,20.5
6,6634,6226,9503,15954,7158,9421,54896,2,3,2,11,0,3,21,2434,2969,747,1932,1592,858,970,870,69,750,484,84,5,2,1,0.001,6,20.5
7,6651,6076,9527,16016,7016,9405,54691,7,4,6,15,5,7,44,2473,2814,721,1947,1594,845,980,821,80,737,451,77,10,5,1,0.002,12,20.5
8,6645,6151,9348,15911,6964,9565,54584,17,5,6,32,8,7,75,2561,2896,743,1867,1470,834,1004,852,74,716,442,78,12,5,1,0.002,34,20.5
9,6519,5917,9566,15953,7109,9565,54629,24,15,10,52,9,14,124,2360,2742,705,1915,1546,852,952,807,66,783,459,89,27,6,1,0.002,49,23
10,6471,6270,9540,16024,7053,9442,54800,42,18,15,65,23,15,178,2406,2965,766,1874,1559,879,954,909,73,757,489,80,41,14,1,0.004,70,34.7
11,6550,6049,9593,15956,6958,9500,54606,54,26,21,102,29,37,269,2418,2771,735,1961,1569,867,1017,792,74,791,478,88,48,21,1,0.006,112,34.7
12,6574,6180,9515,15759,6961,9461,54450,89,38,38,138,49,66,418,2415,2911,804,1843,1515,837,970,904,79,738,467,94,73,28,1,0.009,159,41.3
13,6608,6018,9486,15771,6914,9395,54192,112,51,50,183,63,66,525,2441,2832,750,1869,1577,811,983,861,76,774,468,60,97,35,1,0.011,197,49.2
14,6498,6128,9301,15644,6992,9424,53987,163,66,81,253,86,83,732,2414,2849,736,1883,1603,867,953,826,63,785,496,94,162,51,1,0.016,264,51.5
15,6536,5928,9361,15484,6842,9374,53525,204,71,87,325,82,105,874,2378,2751,739,1864,1452,854,959,814,62,735,425,88,204,70,1,0.023,305,58.3
16,6486,5923,9252,15418,6859,9307,53245,226,88,103,372,120,130,1039,2377,2802,742,1812,1541,852,918,858,87,727,436,76,220,78,1,0.025,378,58.3
17,6375,5877,9276,15259,6845,9096,52728,292,137,146,489,139,155,1358,2381,2775,708,1784,1496,801,899,857,64,704,452,91,274,91,1,0.03,473,58.3
18,6306,5884,9000,14990,6694,9200,52074,403,159,163,576,196,202,1699,2268,2745,700,1807,1384,839,882,825,81,742,400,88,380,129,1,0.043,597,63.4
19,6302,5677,8882,14537,6803,8762,50963,448,171,223,713,196,229,1980,2369,2746,718,1756,1531,747,949,860,75,696,463,76,389,131,1,0.042,733,63.4
20,5964,5551,8616,14431,6363,8612,49537,523,234,240,873,241,291,2402,2156,2602,701,1709,1400,784,852,765,76,694,394,74,495,179,1,0.063,872,64.4
21,5869,5376,8416,14145,6269,8545,48620,666,284,282,991,308,359,2890,2141,2486,670,1666,1377,742,900,748,66,669,401,70,611,205,1,0.072,1055,65.6
22,5712,5281,8325,13824,6189,8331,47662,795,326,347,1253,382,431,3534,2155,2491,656,1670,1321,757,859,730,72,664,374,76,766,264,1,0.095,1250,66.3
23,5444,5233,8203,13482,5976,8139,46477,851,426,480,1545,457,526,4285,1974,2423,645,1655,1286,754,776,745,63,656,390,74,841,287,1,0.106,1449,66.6
24,5343,5025,7726,12878,5843,7651,44466,1093,564,557,1925,537,624,5300,1985,2302,573,1527,1272,650,810,684,52,635,383,73,1134,386,1,0.146,1696,66.6
25,5096,4706,7250,12316,5461,7513,42342,1258,578,641,2260,667,793,6197,1921,2201,584,1476,1172,674,782,656,52,563,355,71,1269,420,1,0.169,1917,66.6
1,6645,6298,9717,16260,7149,9539,55608,0,1,0,0,1,0,2,2447,3003,805,1934,1637,863,978,910,88,758,488,88,2,2,1,0.001,0,0
2,6674,6207,9546,16000,7155,9691,55273,0,0,0,0,0,0,0,2491,2908,804,1906,1538,902,998,882,81,737,496,88,0,0,1,0,0,3.2
3,6682,6034,9522,15950,7150,9562,54900,0,0,0,0,0,0,0,2553,2860,802,1875,1650,905,1000,898,92,731,508,89,0,0,1,0,0,3.2
4,6504,6055,9455,15886,7119,9607,54626,0,0,0,0,0,0,0,2392,2868,745,1844,1537,861,941,860,75,723,486,76,0,0,1,0,0,3.2
5,6512,6073,9613,16089,7136,9714,55137,0,0,0,0,0,0,0,2420,2873,809,1919,1575,902,964,843,73,781,467,96,0,0,1,0,0,3.2
6,6510,6078,9601,16176,7244,9696,55305,0,0,0,0,0,0,0,2421,2898,814,1940,1573,878,986,838,92,780,501,92,0,0,1,0,0,3.2
7,6456,6170,9621,16236,7243,9807,55533,0,0,0,0,0,0,0,2370,2858,704,1874,1547,878,946,871,76,776,469,105,0,0,1,0,0,3.2
8,6639,6245,9821,16345,7245,9916,56211,0,0,0,0,0,0,0,2458,2963,764,1976,1646,869,1008,868,60,771,494,80,0,0,1,0,0,3.2
9,6619,6250,9689,16318,7412,9762,56050,0,0,0,0,0,0,0,2519,2942,761,1915,1687,874,984,868,76,772,507,86,0,0,1,0,0,3.2
10,6599,6193,9712,16492,7262,10036,56294,0,0,0,0,0,0,0,2404,2852,784,2004,1662,959,936,848,82,809,467,94,0,0,1,0,0,3.2
11,6691,6204,9856,16445,7414,9792,56402,0,0,0,0,0,0,0,2478,2913,782,2012,1628,877,1013,829,86,793,504,98,0,0,1,0,0,3.2
12,6654,6248,9832,16491,7317,9992,56534,0,0,0,0,0,0,0,2490,2946,778,1977,1632,921,1052,866,80,770,487,96,0,0,1,0,0,3.2
13,6636,6275,9760,16526,7421,9963,56581,0,0,0,0,0,0,0,2483,2909,803,1906,1654,865,965,860,84,730,494,98,0,0,1,0,0,3.2
14,6705,6177,10058,16604,7447,9894,56885,0,0,0,0,0,0,0,2533,2863,829,1972,1642,904,1015,832,77,753,493,93,0,0,1,0,0,3.2
15,6648,6463,10059,16551,7314,9889,56924,0,0,0,0,0,0,0,2406,3026,736,1952,1638,897,973,908,66,746,475,94,0,0,1,0,0,3.2
16,6907,6473,9974,16513,7424,9915,57206,0,0,0,0,0,0,0,2584,3026,779,1907,1695,844,1007,896,80,773,482,71,0,0,1,0,0,3.2
17,6974,6358,10019,16640,7396,9892,57279,0,0,0,0,0,0,0,2500,2989,832,1971,1641,877,1009,887,90,795,502,74,0,0,1,0,0,3.2
18,6987,6382,9851,16574,7368,9908,57070,0,0,0,0,0,0,0,2583,2980,830,1924,1621,914,1003,888,78,763,458,80,0,0,1,0,0,3.2
19,6942,6320,9930,16577,7356,9903,57028,0,0,0,0,0,0,0,2600,2997,827,1958,1604,861,1049,875,86,765,494,85,0,0,1,0,0,3.2
20,6844,6309,10006,16535,7342,9976,57012,0,0,0,0,0,0,0,2617,2948,765,1921,1569,881,1079,925,69,779,488,94,0,0,1,0,0,3.2
21,6746,6400,9881,16496,7430,9836,56789,0,0,0,0,0,0,0,2457,3063,820,2016,1593,909,1030,906,87,810,466,83,0,0,1,0,0,3.2
22,6830,6297,9879,16622,7335,9943,56906,0,0,0,0,0,0,0,2529,3026,788,2014,1594,890,1010,911,79,765,500,99,0,0,1,0,0,3.2
23,6710,6283,9930,16656,7425,9903,56907,0,0,0,0,0,0,0,2525,2919,767,1942,1585,873,1046,860,76,761,523,87,0,0,1,0,0,3.2
24,6723,6395,9959,16746,7448,10020,57291,0,0,0,0,0,0,0,2436,3001,799,1991,1683,867,1025,946,78,791,471,77,0,0,1,0,0,3.2
25,6850,6360,9932,16761,7415,10025,57343,0,0,0,0,0,0,0,2559,3013,780,1975,1617,842,1057,917,81,806,481,76,0,0,1,0,0,3.2
1,6688,6332,9646,16270,7092,9727,55755,0,0,1,1,0,0,2,2530,3036,768,1977,1543,936,1046,925,65,821,447,98,1,0,0,0,1,0
2,6638,6098,9777,16238,7164,9631,55546,0,1,0,0,0,0,1,2553,2833,807,1908,1509,843,1015,855,77,745,460,96,1,1,1,0,0,3
3,6570,6201,9478,16123,7099,9599,55070,0,0,0,0,0,0,0,2450,2882,700,1881,1551,944,990,821,66,758,433,84,0,0,1,0,0,4.1
4,6696,6118,9775,16194,7098,9628,55509,0,0,0,0,0,0,0,2467,2829,773,1896,1584,896,963,849,64,778,479,93,0,0,1,0,0,4.1
5,6639,6260,9834,16241,7184,9591,55749,0,0,0,0,0,0,0,2457,2865,778,1955,1615,934,980,870,81,769,444,86,0,0,1,0,0,4.1
6,6738,6293,9632,16195,7112,9564,55534,0,0,0,0,0,0,0,2444,3006,765,1913,1560,908,973,867,91,730,479,91,0,0,1,0,0,4.1
7,6726,6150,9589,16194,7060,9646,55365,0,0,0,0,0,0,0,2466,2831,774,1886,1548,837,982,804,100,763,476,85,0,0,1,0,0,4.1
8,6786,6107,9625,16230,7182,9629,55559,0,0,0,0,0,0,0,2510,2888,741,1920,1649,898,1009,820,80,823,498,89,0,0,1,0,0,4.1
9,6720,6110,9642,16149,7099,9516,55236,0,0,0,0,0,0,0,2362,2872,799,1950,1586,793,947,860,94,776,468,64,0,0,1,0,0,4.1
10,6822,6183,9463,15823,7063,9712,55066,0,0,0,0,0,0,0,2558,2905,716,1829,1566,931,998,854,70,789,465,93,0,0,1,0,0,4.1
11,6730,6114,9502,15871,7173,9379,54769,0,0,0,0,0,0,0,2475,2861,748,1811,1503,872,1012,843,71,708,471,78,0,0,1,0,0,4.1
12,6687,6012,9633,16128,6897,9465,54822,0,0,0,0,0,0,0,2485,2773,771,1929,1544,872,1040,855,64,780,465,83,0,0,1,0,0,4.1
13,6613,6244,9533,15921,7041,9415,54767,0,0,0,0,0,0,0,2436,2994,707,1894,1527,814,927,876,58,729,472,71,0,0,1,0,0,4.1
14,6660,6160,9635,15938,6975,9506,54874,0,0,0,0,0,0,0,2461,2879,793,1920,1593,811,975,883,84,729,487,88,0,0,1,0,0,4.1
15,6658,6133,9539,15701,7114,9360,54505,0,0,0,0,0,0,0,2419,2861,765,1833,1576,814,999,915,88,716,461,76,0,0,1,0,0,4.1
16,6694,6071,9366,15867,6963,9555,54516,0,0,0,0,0,0,0,2421,2906,726,1915,1518,850,991,872,75,743,459,73,0,0,1,0,0,4.1
17,6664,6006,9476,15888,7082,9430,54546,0,0,0,0,0,0,0,2468,2782,751,1823,1545,866,970,871,69,708,461,87,0,0,1,0,0,4.1
18,6645,6013,9645,15987,6965,9484,54739,0,0,0,0,0,0,0,2483,2840,798,1925,1510,888,982,860,77,818,489,85,0,0,1,0,0,4.1
19,6485,6109,9588,15807,7047,9409,54445,0,0,0,0,0,0,0,2406,2878,737,1817,1541,808,954,855,84,721,430,66,0,0,1,0,0,4.1
20,6534,6172,9281,15748,6980,9443,54158,0,0,0,0,0,0,0,2465,2830,732,1867,1589,850,985,870,80,769,436,82,0,0,1,0,0,4.1
21,6571,5934,9302,15626,7035,9366,53834,0,0,0,0,0,0,0,2428,2765,722,1881,1585,823,967,852,82,756,486,87,0,0,1,0,0,4.1
22,6523,5919,9394,15665,6965,9381,53847,0,0,0,0,0,0,0,2383,2786,760,1843,1493,830,966,842,63,734,480,77,0,0,1,0,0,4.1
23,6482,5970,9368,15661,7015,9376,53872,0,0,0,0,0,0,0,2407,2786,774,1832,1504,810,969,837,81,701,466,86,0,0,1,0,0,4.1
24,6484,5959,9342,15755,6969,9360,53869,0,0,0,0,0,0,0,2389,2774,770,1938,1553,785,975,842,85,775,477,71,0,0,1,0,0,4.1
25,6517,5960,9553,15708,7020,9329,54087,0,0,0,0,0,0,0,2384,2822,712,1779,1551,807,915,792,77,709,432,87,0,0,1,0,0,4.1
1,6683,6320,9589,16302,7126,9725,55745,0,0,0,1,0,0,1,2490,3036,766,1973,1638,856,977,902,77,799,476,91,0,0,0,0,1,0
2,6679,6178,9650,16222,7272,9608,55609,0,0,0,3,0,0,3,2524,2926,732,1891,1598,893,996,877,67,765,486,72,0,0,0,0,2,2.2
3,6643,6167,9607,16207,7091,9776,55491,1,1,1,6,0,1,10,2440,2945,735,1922,1592,866,990,856,67,784,479,66,0,0,0,0,5,2.2
4,6605,6134,9708,16040,7301,9559,55347,4,1,2,9,3,2,21,2473,2776,776,1858,1569,882,1023,833,74,748,479,90,4,3,1,0.001,9,4.1
5,6664,6199,9607,16185,7134,9711,55500,5,3,5,19,5,5,42,2442,2926,714,1895,1523,837,983,900,58,769,458,91,9,3,1,0.001,19,7.8
6,6670,6152,9693,16217,7195,9738,55665,4,5,14,36,5,11,75,2522,2934,812,1909,1564,818,980,810,80,742,441,74,12,1,1,0,28,20.6
7,6592,6132,9718,16262,7300,9974,55978,17,15,9,48,12,15,116,2443,2834,796,1923,1596,956,984,875,75,738,471,96,26,8,1,0.002,48,23.5
8,6650,6177,9766,16444,7288,9712,56037,38,11,22,75,12,32,190,2469,2954,802,1916,1600,852,1018,889,88,773,480,77,31,12,1,0.004,71,27.5
9,6603,6192,9720,16567,7141,9848,56071,52,24,34,96,31,27,264,2534,2807,789,1924,1481,887,1023,803,71,771,456,99,58,12,1,0.004,100,38.9
10,6635,6209,9936,16604,7289,9843,56516,80,32,43,134,27,42,358,2409,2908,800,2041,1530,854,962,851,78,816,425,89,91,32,1,0.01,127,39.4
11,6694,6410,9784,16576,7278,10053,56795,140,51,38,163,59,50,501,2480,2947,790,1955,1651,850,1006,872,77,768,494,95,123,49,1,0.015,195,51.4
12,6782,6284,9786,16407,7487,9827,56573,196,51,60,218,61,70,656,2475,2953,773,1978,1676,899,951,883,67,777,490,74,159,50,1,0.015,249,51.4
13,6747,6220,9782,16431,7291,9682,56153,220,86,65,284,101,78,834,2491,2914,821,1976,1578,872,1029,867,81,782,456,91,181,63,1,0.019,326,51.4
14,6671,6178,9870,16448,7144,9762,56073,279,91,120,411,105,168,1174,2494,2956,767,1937,1540,834,983,925,64,785,459,78,258,79,1,0.024,390,51.4
15,6531,6187,9661,16033,7255,9852,55519,305,156,132,531,151,161,1436,2418,2830,750,1897,1602,903,937,815,73,750,480,84,296,95,1,0.03,508,51.4
16,6575,6070,9384,15932,7221,9605,54787,452,181,184,679,197,221,1914,2534,2800,749,1837,1571,859,1052,835,89,740,494,75,439,165,1,0.05,672,56.6
17,6394,5916,9381,15621,7019,9469,53800,533,218,236,807,245,294,2333,2382,2793,745,1881,1552,809,974,830,61,765,474,85,496,160,1,0.05,808,56.6
18,6187,5859,9152,15387,6973,9464,53022,698,299,332,1082,317,340,3068,2261,2723,708,1863,1548,780,895,804,70,739,478,75,638,221,1,0.072,1040,56.6
19,6117,5756,8967,14979,6907,8939,51665,864,366,379,1296,405,458,3768,2282,2714,740,1790,1540,779,898,839,63,712,464,73,811,284,1,0.093,1238,56.6
20,5857,5580,8782,14670,6413,8806,50108,964,433,464,1634,504,558,4557,2213,2625,654,1714,1378,801,908,763,74,668,437,82,917,295,1,0.101,1459,59.1
21,5576,5548,8547,14060,6339,8682,48752,1103,541,596,2017,623,725,5605,2096,2653,664,1687,1378,773,842,767,65,679,416,93,1145,358,1,0.125,1695,64.6
22,5326,5275,7971,13336,6147,8088,46143,1277,661,732,2429,735,797,6631,1940,2408,691,1603,1354,684,776,740,77,670,416,78,1355,477,1,0.173,1940,65
23,5156,4735,7592,12564,5666,7550,43263,1384,752,772,2651,769,927,7255,1820,2301,615,1495,1227,694,716,701,56,558,358,64,1431,441,1,0.18,2094,65
24,4673,4510,6958,11589,5189,7072,39991,1473,844,834,2792,899,1020,7862,1742,2174,569,1398,1150,631,697,640,54,575,347,62,1655,563,1,0.237,2208,65
25,4157,4070,6228,10395,4771,6317,35938,1387,789,936,2867,883,1028,7890,1518,1951,511,1248,1044,575,607,563,47,483,302,48,1556,488,1,0.238,2251,65.8
1,6618,6322,9733,16329,7125,9944,56071,0,1,0,1,0,0,2,2396,3018,780,1920,1654,875,992,908,85,741,514,106,0,0,0,0,1,0
2,6737,6222,9656,16127,7378,9700,55820,1,0,2,1,1,0,5,2550,2935,775,1850,1610,871,1046,890,89,766,472,86,0,0,0,0,2,1.4
3,6645,6115,9808,16192,7213,9695,55668,1,3,1,3,1,3,12,2471,2852,780,1935,1569,885,992,885,74,756,440,81,2,1,1,0,5,7.6
4,6628,6309,9726,16245,7191,9798,55897,4,3,0,6,1,0,14,2397,2997,770,1943,1561,891,964,887,72,778,466,76,3,3,1,0.001,10,13.9
5,6702,6272,9791,16161,7283,9722,55931,6,2,1,13,1,2,25,2445,3010,761,1940,1594,857,971,912,72,788,462,83,7,2,1,0.001,12,13.9
6,6772,6245,9715,16273,7255,9646,55906,7,3,2,15,4,4,35,2471,2928,773,1947,1562,902,978,861,84,767,500,97,5,1,1,0,15,13.9
7,6810,6201,9891,16403,7166,9793,56264,12,0,6,24,5,9,56,2534,2837,789,1963,1584,885,1053,896,84,780,475,90,8,3,1,0.001,26,13.9
8,6828,6325,9665,16353,7199,9991,56361,13,8,11,40,7,16,95,2540,2909,759,1914,1521,937,998,839,73,766,430,109,16,6,1,0.002,38,19
9,6852,6172,9746,16428,7367,9827,56392,20,22,11,59,12,16,140,2610,2789,770,1938,1572,914,1056,864,81,746,538,86,30,12,1,0.004,56,26.9
10,6751,6144,9900,16562,7273,10033,56663,46,15,27,75,20,39,222,2418,2957,760,1994,1635,885,952,869,94,774,502,81,42,15,1,0.005,89,59.2
11,6673,6324,9845,16404,7449,9918,56613,70,34,26,114,35,35,314,2509,2985,825,1950,1624,810,982,889,78,767,490,79,68,27,1,0.008,124,64.8
12,6665,6234,9907,16398,7442,9845,56491,103,42,39,148,57,41,430,2481,2979,782,1994,1563,936,1042,923,61,833,469,82,97,34,1,0.01,169,64.8
13,6609,6346,10001,16664,7248,9923,56791,127,49,53,213,57,86,585,2406,2926,795,1919,1537,945,970,860,87,784,469,85,123,41,1,0.013,213,65.5
14,6756,6373,9992,16646,7247,9876,56890,166,68,84,308,77,101,804,2495,2984,813,2012,1559,857,982,902,64,774,518,80,149,60,1,0.018,307,65.5
15,6736,6338,9864,16319,7324,9932,56513,225,113,119,396,97,143,1093,2495,2942,788,1909,1635,894,1029,844,76,761,525,84,221,75,1,0.023,398,68
16,6787,6262,9671,16177,7350,9722,55969,307,164,167,484,170,194,1486,2459,2964,776,1937,1595,884,992,869,92,783,492,96,316,104,1,0.031,554,82.2
17,6706,6099,9627,16157,7116,9521,55226,444,186,167,661,216,221,1895,2503,2882,764,1873,1593,828,1027,877,88,732,475,67,409,148,1,0.045,679,82.5
18,6465,6037,9569,15903,6932,9403,54309,519,243,261,854,245,272,2394,2408,2815,786,1876,1448,858,989,855,86,725,412,104,510,177,1,0.056,787,82.5
19,6368,5978,9203,15548,6857,9407,53361,632,283,280,1020,309,328,2852,2362,2873,748,1832,1533,849,967,840,67,714,464,89,613,227,1,0.072,964,82.9
