Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark
1,6646,6278,9746,16322,7116,9636,55744,0,0,0,1,0,1,2,2491,2980,825,1939,1582,866,979,891,80,744,476,99,0,0,0,0,1,0
2,6654,6203,9794,16125,7160,9557,55493,0,0,0,3,1,0,4,2514,2947,787,1838,1544,884,989,869,87,706,467,110,0,0,0,0,2,4.2
3,6557,6255,9616,16057,7106,9708,55299,0,1,0,4,0,1,6,2475,2999,792,1891,1541,931,974,909,76,758,464,90,2,1,1,0,3,7.6
4,6539,6096,9643,16086,7197,9722,55283,0,1,2,6,1,0,10,2461,2830,803,1958,1568,914,987,826,86,755,500,97,0,0,1,0,7,12.5
5,6547,6124,9664,16124,7229,9899,55587,5,4,3,6,4,1,23,2460,2875,795,1896,1557,918,1015,798,82,761,486,88,5,3,1,0.001,12,29.1
6,6586,6128,9509,16186,7375,9775,55559,9,2,3,9,2,6,31,2415,2911,782,1952,1606,882,987,894,79,806,479,94,11,8,1,0.002,13,29.1
7,6565,6133,9778,16320,7233,9716,55745,4,0,0,4,3,2,13,2385,2901,783,1863,1575,875,931,896,83,733,490,87,3,2,1,0.001,8,29.1
8,6641,6297,9888,16354,7185,9878,56243,7,1,1,4,0,2,15,2506,2970,793,1969,1607,886,1006,895,82,748,474,90,3,0,1,0,9,29.1
9,6682,6247,9816,16371,7389,9819,56324,1,1,3,1,1,2,9,2471,2950,771,1953,1596,859,961,891,77,796,493,71,0,0,1,0,5,29.1
10,6699,6205,9903,16577,7322,10137,56843,9,1,3,6,1,2,22,2475,2886,752,1991,1666,902,961,823,80,789,488,86,4,1,1,0,12,29.1
11,6703,6352,9671,16520,7566,10051,56863,17,1,2,3,4,5,32,2451,3057,769,1957,1680,911,967,952,72,824,524,101,6,3,1,0.001,16,29.1
12,6754,6230,9926,16539,7420,9964,56833,11,1,1,6,7,0,26,2592,2915,810,1931,1618,849,1024,884,79,702,442,93,5,1,1,0,17,29.1
13,6638,6408,9919,16693,7480,10050,57188,8,1,4,12,3,4,32,2439,3041,807,1933,1702,938,1005,874,86,799,524,95,4,1,1,0,15,30
14,6710,6372,10089,16820,7418,10078,57487,11,4,4,18,7,9,53,2432,3022,798,1965,1643,892,970,906,78,801,466,75,11,6,1,0.002,24,30
15,6767,6361,10010,16898,7429,10214,57679,14,3,5,22,5,11,60,2523,2988,830,1947,1642,937,1027,918,89,804,463,82,11,6,1,0.002,25,30.4
16,6791,6356,10079,16944,7594,10198,57962,14,9,9,25,10,6,73,2466,2932,784,1979,1644,959,1000,850,65,813,493,88,19,6,1,0.002,34,30.9
17,6918,6455,10238,16938,7519,10182,58250,23,12,11,34,10,13,103,2546,3021,820,1989,1593,927,994,881,92,798,482,96,23,6,1,0.002,46,30.9
18,6967,6562,10226,17083,7565,10134,58537,42,20,14,52,20,18,166,2610,3033,851,2015,1613,830,1021,929,74,792,521,80,45,17,1,0.005,79,30.9
19,6960,6511,10216,17183,7584,10268,58722,72,15,20,79,25,24,235,2561,3042,863,2005,1586,933,1051,891,79,790,453,90,45,19,1,0.006,102,30.9
20,6977,6554,10162,17000,7633,10311,58637,79,24,31,108,26,35,303,2535,3129,847,2016,1657,978,1060,984,94,803,484,104,67,30,1,0.009,126,32.4
21,6968,6490,10017,17071,7669,10197,58412,97,36,42,153,55,53,436,2613,3083,804,2093,1697,903,1059,925,69,807,525,90,86,30,1,0.009,181,32.4
22,6865,6386,10255,16976,7521,10277,58280,155,42,57,218,63,77,612,2490,3051,816,2025,1665,937,999,875,77,775,496,94,114,42,1,0.013,244,32.4
23,6827,6547,10171,16806,7526,10038,57915,198,68,90,285,93,94,828,2467,3109,824,2020,1696,954,984,933,82,815,496,95,172,62,1,0.018,318,33.1
24,6847,6518,10047,16751,7352,10067,57582,228,111,98,406,130,152,1125,2529,3163,837,1977,1611,879,1032,947,87,781,456,87,236,84,1,0.025,422,36.2
25,6810,6427,9752,16587,7435,9985,56996,300,148,177,609,188,227,1649,2554,3101,792,1920,1683,918,1046,917,74,769,497,87,336,124,1,0.037,563,40
1,6675,6320,9600,16239,7137,9713,55684,0,0,1,0,0,1,2,2480,3042,808,1882,1602,851,1015,891,89,712,476,98,1,0,0,0,1,0
2,6716,6108,9734,16058,7261,9525,55402,0,0,0,1,1,0,2,2485,2921,763,1889,1628,834,1000,867,75,719,480,79,0,0,0,0,1,1
3,6610,6243,9745,16017,7085,9700,55400,0,0,0,2,0,3,5,2472,2969,784,1958,1539,901,1012,885,82,784,447,90,1,0,0,0,1,1
4,6636,6173,9533,15999,7221,9690,55252,1,0,0,3,0,3,7,2370,2852,770,1847,1527,847,926,868,66,739,452,92,0,0,0,0,4,2.2
5,6774,6070,9785,16267,7248,9794,55938,3,5,0,4,1,1,14,2519,2793,787,1865,1573,907,979,821,86,745,500,96,3,0,0,0,6,2.2
6,6714,6264,9772,16357,7250,9889,56246,10,2,1,6,0,4,23,2514,2904,798,1935,1565,923,1015,852,73,750,528,108,5,1,1,0,7,21.1
7,6751,6091,9758,16387,7293,9762,56042,12,1,0,12,3,3,31,2545,2821,812,1907,1572,897,1047,854,83,759,478,97,3,1,1,0,13,21.1
8,6642,6229,9877,16540,7238,10071,56597,12,2,6,24,7,10,61,2416,2909,776,1955,1616,947,971,880,75,817,518,107,12,5,1,0.001,19,22.2
9,6715,6299,9801,16471,7487,9783,56556,12,9,11,46,16,9,103,2439,2922,784,1907,1699,882,963,878,81,743,505,75,15,5,1,0.002,29,25.5
10,6819,6306,9695,16554,7184,9943,56501,19,12,15,51,16,22,135,2547,2917,740,1874,1528,913,1011,844,69,757,453,80,18,4,1,0.001,39,26.2
11,6833,6234,9914,16631,7403,10056,57071,54,24,22,75,24,28,227,2547,2923,787,1965,1594,898,1053,890,73,816,468,82,47,11,1,0.003,65,43.1
12,6744,6420,9902,16670,7450,10075,57261,78,27,20,97,27,32,281,2505,2998,758,1911,1630,905,1027,903,81,752,512,85,67,21,1,0.006,81,43.5
13,6823,6319,10088,16743,7489,9834,57296,102,18,28,95,42,38,323,2537,3045,825,1944,1588,863,1074,929,77,764,497,73,78,20,1,0.006,91,43.5
14,6716,6414,10136,16820,7261,10322,57669,92,33,40,135,47,50,397,2476,2977,802,1947,1613,954,971,895,88,789,513,81,70,14,1,0.004,130,43.5
15,6822,6499,9915,16678,7538,10112,57564,119,36,64,180,53,77,529,2458,3044,766,1954,1575,909,999,898,75,789,480,93,93,37,1,0.011,182,44.1
16,6920,6277,10038,16833,7455,10008,57531,150,62,90,251,78,95,726,2543,3018,854,2013,1627,906,1023,887,78,778,465,94,153,51,1,0.015,226,46.6
17,6748,6420,9888,16871,7410,10131,57468,191,71,90,331,92,95,870,2571,2976,808,1987,1595,905,1042,901,77,748,466,97,177,68,1,0.02,298,49.5
18,6738,6282,10026,16769,7562,9995,57372,258,90,140,414,118,156,1176,2489,2971,836,1952,1680,890,1039,890,80,774,503,94,255,91,1,0.027,394,49.5
19,6649,6332,9984,16705,7363,10036,57069,333,138,122,523,139,173,1428,2470,2900,772,2026,1689,879,927,873,92,811,502,94,323,102,1,0.031,511,56.9
20,6738,6363,9786,16402,7476,9929,56694,427,154,173,650,182,218,1804,2538,2942,799,1981,1649,918,1006,875,75,780,509,101,398,133,1,0.04,622,78.8
21,6690,6209,9737,16281,7227,9747,55891,523,183,215,753,231,306,2211,2536,2909,738,1938,1638,859,1043,870,71,734,495,90,496,164,1,0.05,754,78.8
22,6479,6184,9466,15883,7152,9695,54859,548,242,255,938,294,323,2600,2444,2882,781,1906,1598,897,984,879,79,763,510,104,513,177,1,0.053,907,78.8
23,6352,5844,9301,15493,7028,9517,53535,656,261,355,1188,342,383,3185,2352,2689,709,1811,1597,856,945,782,74,734,484,101,644,220,1,0.071,1049,78.8
24,6214,5782,9019,15100,6861,9081,52057,791,368,408,1475,443,457,3942,2270,2766,744,1746,1487,797,901,813,52,689,428,82,798,243,1,0.082,1284,78.8
25,5974,5535,8869,14752,6550,8756,50436,976,477,493,1736,492,563,4737,2220,2543,673,1699,1433,812,900,758,69,682,402,84,959,326,1,0.113,1453,90.8
1,6664,6221,9858,16289,7157,9776,55965,0,1,0,0,0,0,1,2461,2865,798,1930,1573,881,974,863,78,781,474,96,0,0,0,0,1,0
2,6716,6243,9653,16126,7253,9659,55650,4,0,0,0,0,1,5,2522,2998,763,1917,1584,812,1036,906,64,749,458,74,0,0,0,0,3,8
3,6652,6152,9478,16008,7173,9639,55102,9,0,0,0,3,0,12,2475,2927,762,1926,1542,838,1006,882,80,753,471,72,3,2,1,0.001,5,8.1
4,6639,5994,9711,16159,7175,9529,55207,11,0,0,3,0,1,15,2432,2842,794,1955,1582,846,913,854,74,779,470,75,4,2,1,0.001,5,8.2
5,6570,6125,9639,16133,7051,9624,55142,12,0,0,1,0,1,14,2557,2933,797,1864,1590,879,1007,903,74,770,485,99,5,1,1,0,7,8.2
6,6446,6125,9654,16092,7134,9553,55004,14,0,3,3,0,2,22,2401,2875,733,1882,1549,859,955,839,83,789,491,86,6,2,1,0.001,11,8.2
7,6506,6151,9765,16217,7074,9692,55405,14,6,2,7,1,5,35,2434,2904,781,1911,1590,852,953,856,82,768,460,67,8,4,1,0.001,19,9.9
8,6510,6245,9733,16137,7197,9526,55348,33,4,1,12,1,4,55,2380,2926,786,1971,1566,844,967,897,79,790,464,81,16,7,1,0.002,24,13
9,6632,6223,9713,16148,7139,9817,55672,28,2,5,17,8,6,66,2488,2859,783,1927,1552,902,956,869,66,718,490,89,18,6,1,0.002,24,13
10,6685,6214,9623,16136,7248,9633,55539,14,10,6,44,10,12,96,2553,2883,755,1908,1543,842,1004,840,63,736,442,85,17,5,1,0.002,38,13
11,6617,6201,9808,16348,7194,9531,55699,26,6,11,62,16,25,146,2456,2904,841,1962,1571,844,958,866,81,810,448,72,30,6,1,0.002,58,22.1
12,6692,6244,9800,16400,7163,9820,56119,38,12,11,70,17,26,174,2500,2910,767,1962,1561,879,1011,935,73,755,492,86,36,16,1,0.005,80,22.1
13,6729,6311,9767,16424,7278,9846,56355,59,23,25,107,35,34,283,2579,2989,762,1966,1641,882,977,912,83,765,512,85,54,22,1,0.007,112,31.1
14,6641,6247,9778,16405,7289,9895,56255,90,33,37,154,46,67,427,2404,2990,806,1916,1642,907,963,919,67,794,472,101,79,22,1,0.007,162,31.1
15,6612,6176,9680,16267,7400,9972,56107,138,38,59,221,65,88,609,2398,2871,807,1934,1674,881,969,867,70,807,526,91,117,45,1,0.014,201,31.8
16,6675,6144,9701,16208,7349,9662,55739,178,64,75,280,97,92,786,2583,2836,781,1911,1686,876,1031,852,75,768,485,88,166,60,1,0.018,249,34
17,6640,6087,9621,16048,7170,9733,55299,251,80,119,349,111,133,1043,2517,2857,752,1887,1545,908,1003,889,85,725,455,78,238,86,1,0.027,320,39.6
18,6462,6120,9601,15960,7207,9493,54843,264,99,132,433,119,134,1181,2354,2911,755,1908,1625,868,946,840,73,745,506,97,252,91,1,0.028,384,39.6
19,6439,6099,9552,15808,6998,9424,54320,302,126,137,539,162,206,1472,2360,2860,722,1866,1538,855,990,860,65,728,429,77,318,127,1,0.04,450,40.3
20,6373,6050,9321,15708,6896,9452,53800,345,145,178,678,191,212,1749,2313,2856,727,1948,1512,812,985,876,75,764,449,95,347,116,1,0.036,514,49.2
21,6357,5825,9139,15343,6971,9042,52677,395,189,211,746,216,263,2020,2430,2745,717,1799,1541,784,970,842,70,695,469,91,423,141,1,0.045,625,58.7
22,6150,5758,9101,15198,6610,9108,51925,422,231,290,856,251,291,2341,2249,2741,773,1738,1416,814,892,843,82,704,417,86,503,174,1,0.058,700,67.5
23,6079,5699,8925,14911,6639,8860,51113,481,273,300,879,320,323,2576,2286,2703,703,1752,1402,761,905,811,68,698,423,87,510,168,1,0.056,830,71.6
24,5872,5573,8958,14684,6459,8884,50430,584,270,338,1009,289,356,2846,2168,2659,706,1703,1461,795,870,845,85,689,433,69,608,198,1,0.066,882,74.5
25,5779,5539,8598,14227,6366,8521,49030,615,324,317,1051,331,409,3047,2137,2587,687,1575,1369,787,879,790,74,631,377,69,630,214,1,0.076,990,74.5
1,6635,6311,9745,16202,7124,9749,55766,0,0,1,1,0,0,2,2438,2914,772,1956,1538,829,977,845,63,793,474,85,0,0,0,0,1,0
2,6760,6213,9706,16068,7313,9813,55873,0,2,0,1,0,0,3,2508,2833,773,1898,1547,895,1046,869,81,747,457,71,1,1,1,0,1,1
3,6789,6171,9619,16072,7273,9629,55553,0,0,0,0,0,0,0,2528,2869,735,1937,1565,811,966,885,54,781,446,88,0,0,1,0,0,1.4
4,6781,6196,9682,16218,7169,9642,55688,0,0,0,0,0,0,0,2535,2942,732,1893,1557,854,1006,945,75,761,462,78,0,0,1,0,0,1.4
5,6659,6203,9833,16105,7184,9549,55533,0,0,0,0,0,0,0,2473,2878,760,1909,1624,873,1021,838,76,780,497,92,0,0,1,0,0,1.4
6,6722,6376,9531,16103,7018,9641,55391,0,0,0,0,0,0,0,2483,3039,767,1843,1526,856,1005,883,83,750,437,88,0,0,1,0,0,1.4
7,6743,6062,9482,16066,7152,9626,55131,0,0,0,0,0,0,0,2561,2843,726,1885,1586,831,1008,823,70,721,487,82,0,0,1,0,0,1.4
8,6633,6029,9727,16116,7139,9562,55206,0,0,0,0,0,0,0,2466,2829,753,1968,1574,941,978,856,75,825,494,107,0,0,1,0,0,1.4
9,6552,6198,9565,16187,7092,9591,55185,0,0,0,0,0,0,0,2431,2928,786,1886,1582,865,964,871,75,749,468,95,0,0,1,0,0,1.4
10,6585,6094,9653,16063,7063,9815,55273,0,0,0,0,0,0,0,2387,2895,744,1933,1508,868,1005,878,79,786,433,72,0,0,1,0,0,1.4
11,6598,6215,9577,16056,7299,9645,55390,0,0,0,0,0,0,0,2475,2978,814,1840,1596,854,1000,896,83,754,500,70,0,0,1,0,0,1.4
12,6536,6079,9745,16239,7231,9701,55531,0,0,0,0,0,0,0,2445,2900,803,1890,1575,916,998,889,85,757,484,97,0,0,1,0,0,1.4
13,6521,6165,9614,16265,7198,9817,55580,0,0,0,0,0,0,0,2427,2819,773,1894,1606,877,964,871,74,773,484,80,0,0,1,0,0,1.4
14,6605,6192,9595,16398,7337,9752,55879,0,0,0,0,0,0,0,2445,2922,736,1947,1597,931,983,858,70,749,491,109,0,0,1,0,0,1.4
15,6646,6143,9642,16269,7205,9897,55802,0,0,0,0,0,0,0,2541,2928,776,1890,1615,937,1035,892,72,751,484,91,0,0,1,0,0,1.4
16,6515,6197,9607,16214,7258,9688,55479,0,0,0,0,0,0,0,2334,2894,795,1911,1581,801,946,844,83,798,447,76,0,0,1,0,0,1.4
17,6671,6131,9781,16322,7263,9713,55881,0,0,0,0,0,0,0,2467,2934,813,1893,1636,865,952,903,81,776,463,77,0,0,1,0,0,1.4
18,6582,6216,9775,16435,7225,9924,56157,0,0,0,0,0,0,0,2489,2916,786,1957,1499,914,1004,872,98,792,437,79,0,0,1,0,0,1.4
19,6595,6303,9933,16553,7334,9950,56668,0,0,0,0,0,0,0,2467,2943,812,1979,1627,871,948,902,92,749,491,95,0,0,1,0,0,1.4
20,6690,6326,9861,16429,7412,10063,56781,0,0,0,0,0,0,0,2513,2975,781,1943,1616,917,1030,876,66,772,502,101,0,0,1,0,0,1.4
21,6667,6409,9774,16535,7454,10019,56858,0,0,0,0,0,0,0,2446,3104,813,1963,1670,869,971,957,96,782,506,82,0,0,1,0,0,1.4
22,6653,6250,9938,16630,7468,9816,56755,0,0,0,0,0,0,0,2407,2902,760,2021,1634,867,972,898,88,811,493,77,0,0,1,0,0,1.4
23,6749,6377,9793,16687,7281,10165,57052,0,0,0,0,0,0,0,2537,2971,779,1891,1605,946,997,881,77,740,489,98,0,0,1,0,0,1.4
24,6805,6203,10000,16686,7497,10068,57259,0,0,0,0,0,0,0,2503,2812,770,2029,1608,881,1041,832,84,832,486,93,0,0,1,0,0,1.4
25,6868,6433,9927,16715,7541,9922,57406,0,0,0,0,0,0,0,2543,3045,822,2039,1642,912,1016,923,82,839,477,98,0,0,1,0,0,1.4
1,6658,6218,9684,16291,7091,9790,55732,0,0,0,0,0,0,0,2479,2911,753,1879,1544,882,972,837,71,748,444,89,0,0,0,0,0,0
2,6688,6197,9809,16125,7277,9667,55763,0,0,0,0,0,0,0,2557,2981,778,1896,1547,884,1043,892,78,782,484,88,0,0,0,0,0,4
3,6569,6252,9672,16079,7141,9590,55303,0,0,0,0,0,0,0,2469,2943,796,1904,1509,826,927,831,60,747,485,93,0,0,0,0,0,4
4,6644,6164,9651,16177,7144,9528,55308,0,0,0,0,0,0,0,2447,2918,831,1864,1547,834,998,898,83,719,452,67,0,0,0,0,0,4
5,6623,6086,9675,16097,7040,9563,55084,0,0,0,0,0,0,0,2453,2814,771,1874,1496,860,996,821,67,751,464,68,0,0,0,0,0,4
6,6637,6222,9721,16099,7143,9651,55473,0,0,0,0,0,0,0,2469,2896,812,1926,1642,825,975,896,70,759,458,85,0,0,0,0,0,4
7,6659,6162,9655,16047,7194,9459,55176,0,0,0,0,0,0,0,2415,2903,776,1928,1540,873,967,885,72,752,465,77,0,0,0,0,0,4
8,6706,6164,9710,16064,7069,9593,55306,0,0,0,0,0,0,0,2484,2930,748,1911,1565,862,953,889,70,765,476,98,0,0,0,0,0,4
9,6617,6273,9548,15896,7062,9695,55091,0,0,0,0,0,0,0,2479,2945,778,1796,1492,836,984,873,81,717,427,93,0,0,0,0,0,4
10,6685,6031,9623,16083,7321,9513,55256,0,0,0,0,0,0,0,2496,2796,755,1948,1523,802,1016,830,90,782,470,70,0,0,0,0,0,4
11,6614,6090,9476,16225,7055,9818,55278,0,0,0,0,0,0,0,2509,2949,759,1922,1531,890,976,911,66,789,480,105,0,0,0,0,0,4
12,6468,6104,9710,16202,7300,9657,55441,0,0,0,0,0,0,0,2426,2869,774,1929,1573,905,997,851,89,737,452,117,0,0,0,0,0,4
13,6481,6213,9678,16365,7186,9917,55840,0,0,0,0,0,0,0,2375,2935,776,1928,1617,835,944,844,86,796,506,74,0,0,0,0,0,4
14,6621,6131,9733,16205,7368,9786,55844,0,0,0,0,0,0,0,2436,2938,749,2001,1621,858,983,921,80,789,479,86,0,0,0,0,0,4
15,6527,6294,9735,16335,7266,9803,55960,0,0,0,0,0,0,0,2385,2876,709,1991,1584,902,901,865,75,791,495,80,0,0,0,0,0,4
16,6742,6267,9717,16382,7245,9675,56028,0,0,0,0,0,0,0,2434,2953,790,1922,1601,889,952,866,67,780,498,76,0,0,0,0,0,4
17,6796,6200,9762,16162,7147,9853,55920,0,0,0,0,0,0,0,2519,2933,744,1938,1565,873,1044,853,82,808,462,89,0,0,0,0,0,4
18,6721,6269,9625,16126,7219,9628,55588,0,0,0,0,0,0,0,2435,2974,784,1860,1556,850,963,886,81,729,456,98,0,0,0,0,0,4
19,6767,6106,9730,16120,7154,9828,55705,0,0,0,0,0,0,0,2457,2869,789,1904,1581,934,997,871,73,752,467,109,0,0,0,0,0,4
20,6729,6204,9669,16063,7251,9690,55606,0,0,0,0,0,0,0,2516,2899,745,1827,1597,873,1009,839,77,743,511,92,0,0,0,0,0,4
21,6687,6137,9672,16190,7197,9628,55511,0,0,0,0,0,0,0,2496,2818,779,1898,1585,827,1026,874,69,769,453,74,0,0,0,0,0,4
22,6735,6183,9732,16252,7197,9750,55849,0,0,0,0,0,0,0,2485,2965,830,1905,1548,876,991,906,101,741,436,80,0,0,0,0,0,4
23,6636,6114,9615,16146,7173,9754,55438,0,0,0,0,0,0,0,2415,2867,756,1852,1579,890,933,820,64,738,473,101,0,0,0,0,0,4
24,6699,6216,9572,16224,7290,9805,55806,0,0,0,0,0,0,0,2491,2926,717,1942,1578,853,1010,881,50,800,462,90,0,0,0,0,0,4
25,6703,6143,9717,16320,7285,9813,55981,0,0,0,0,0,0,0,2472,2882,786,2020,1638,873,965,898,82,821,515,76,0,0,0,0,0,4
1,6680,6258,9815,16283,7186,9801,56023,0,0,0,1,0,0,1,2479,2977,723,1936,1575,893,989,933,65,819,481,101,0,0,0,0,1,0
2,6709,6384,9616,16071,7215,9704,55699,2,0,0,4,1,0,7,2480,3039,731,1938,1522,868,1001,931,85,782,454,78,1,0,0,0,2,12.8
3,6739,6162,9612,15959,7220,9644,55336,6,1,0,5,0,3,15,2465,2815,799,1938,1636,892,940,819,78,759,499,79,3,2,1,0.001,8,12.8
4,6756,6128,9706,16038,7151,9602,55381,12,0,2,7,8,1,30,2395,2863,804,1874,1539,872,938,858,87,826,437,85,7,5,1,0.002,11,12.8
5,6769,6201,9842,15892,7118,9479,55301,15,5,3,14,7,2,46,2476,2844,807,1852,1591,863,1023,824,80,734,497,84,11,5,1,0.002,19,13
6,6817,6295,9758,16004,7067,9586,55527,23,4,2,16,3,9,57,2533,2926,778,1828,1536,874,1011,847,72,744,463,88,16,7,1,0.002,18,14.2
7,6797,6300,9645,16031,7152,9712,55637,20,8,10,24,9,6,77,2498,2959,789,1883,1586,904,986,905,84,756,505,96,13,3,1,0.001,27,14.2
8,6843,6141,9503,16069,7136,9509,55201,25,8,17,46,11,14,121,2511,2905,798,1931,1586,770,966,888,81,789,464,87,33,9,1,0.003,46,14.2
9,6719,6085,9646,15968,7133,9672,55223,44,29,10,51,22,22,178,2457,2808,800,1987,1604,896,959,828,73,799,472,93,52,20,1,0.006,59,22.2
10,6759,6135,9544,15867,7235,9504,55044,74,13,33,99,21,36,276,2442,2900,750,1857,1563,834,958,815,74,729,476,77,51,17,1,0.005,88,22.5
11,6693,6044,9653,15960,7043,9512,54905,86,49,46,158,49,67,455,2428,2789,784,1897,1552,834,1021,855,70,765,464,89,88,32,1,0.01,134,22.5
12,6681,6057,9520,15885,7101,9614,54858,147,66,64,227,66,81,651,2388,2820,783,1871,1561,819,914,818,79,761,440,70,145,47,1,0.015,187,28.2
13,6713,6066,9419,15912,7071,9725,54906,214,59,75,271,81,111,811,2474,2837,724,1905,1462,822,1009,857,74,766,424,72,166,61,1,0.019,224,28.2
14,6636,5995,9587,15883,7214,9533,54848,221,86,90,377,107,132,1013,2494,2797,751,1873,1583,831,1009,834,78,765,480,90,202,67,1,0.021,300,41
15,6467,6154,9583,15815,7026,9458,54503,265,130,136,521,141,173,1366,2372,2873,808,1914,1605,814,952,899,79,746,524,86,279,96,1,0.029,359,41
16,6497,6036,9344,15599,7013,9369,53858,328,156,184,621,189,232,1710,2491,2898,776,1832,1556,819,1009,845,71,733,474,76,350,130,1,0.041,425,43.8
17,6286,5787,9110,15405,6899,9334,52821,374,188,239,762,200,271,2034,2344,2753,679,1800,1517,849,925,822,66,713,458,94,406,134,1,0.044,509,53.9
18,6097,5723,9110,15205,6769,9063,51967,400,204,228,757,226,251,2066,2305,2642,714,1827,1502,815,862,789,78,727,468,84,430,136,1,0.045,565,53.9
19,6015,5741,8867,14897,6640,8889,51049,451,216,247,773,236,296,2219,2261,2730,740,1745,1401,818,869,846,88,665,415,84,460,144,1,0.049,623,63.5
20,5877,5520,8706,14601,6463,8849,50016,495,208,247,750,215,274,2189,2190,2640,680,1672,1449,743,870,791,77,687,420,97,474,155,1,0.053,658,63.5
21,5732,5429,8505,14340,6476,8584,49066,509,218,238,739,227,244,2175,2073,2511,685,1681,1423,769,842,805,76,698,430,72,479,159,1,0.054,651,78
22,5714,5316,8494,14083,6328,8511,48446,518,221,234,809,233,276,2291,2079,2484,631,1659,1371,764,831,721,76,683,409,77,497,177,1,0.063,666,78
23,5595,5309,8215,13843,6163,8347,47472,549,251,230,876,260,310,2476,2090,2470,664,1636,1325,704,836,715,46,625,405,86,537,177,1,0.065,740,78
24,5505,5194,8298,13526,6148,8207,46878,584,229,261,918,280,330,2602,2027,2375,673,1520,1323,699,815,753,68,627,412,67,533,182,1,0.066,777,78
25,5359,5219,7938,13316,5975,7924,45731,533,278,331,945,283,368,2738,2037,2440,618,1559,1311,695,832,698,65,638,399,81,566,199,1,0.073,807,78
1,6694,6254,9710,16296,7189,9803,55946,0,0,1,1,0,1,3,2471,2921,741,1922,1629,915,984,858,63,757,471,93,0,0,0,0,0,0
2,6702,6281,9651,16251,7283,9687,55855,2,0,0,1,1,1,5,2499,2933,762,1841,1578,825,965,932,86,732,438,68,1,0,0,0,1,0
3,6777,6148,9836,16374,7252,9824,56211,5,0,0,1,0,0,6,2519,2970,848,1939,1543,898,1034,949,87,786,448,97,2,2,1,0.001,1,1
4,6653,6209,9878,16435,7302,9649,56126,9,0,0,1,1,3,14,2442,2929,754,2058,1556,813,990,877,86,811,460,77,6,1,1,0,4,2.2
5,6677,6392,9817,16263,7236,9766,56151,10,0,0,3,1,2,16,2481,3049,745,1871,1656,898,1025,917,66,743,516,81,5,2,1,0.001,7,3
6,6743,6253,9779,16292,7276,9706,56049,5,1,2,4,0,2,14,2491,2882,826,1942,1607,921,979,890,83,797,472,92,6,4,1,0.001,5,5
7,6790,6247,9787,16420,7145,10019,56408,7,0,1,9,1,5,23,2495,2918,754,1926,1607,930,1021,822,65,786,454,89,2,1,1,0,11,5.1
8,6846,6317,9983,16351,7362,9632,56491,9,3,2,9,4,5,32,2654,2954,778,1933,1629,830,1012,894,85,804,483,94,7,4,1,0.001,15,6.4
9,6760,6344,9921,16359,7196,9780,56360,12,5,9,16,7,5,54,2508,2954,828,1870,1561,897,1057,876,86,791,495,96,17,8,1,0.002,20,6.4
10,6793,6342,9803,16425,7329,9852,56544,14,6,4,13,4,11,52,2498,2966,775,1931,1603,875,981,872,84,796,473,82,9,2,1,0.001,22,7.2
11,6848,6322,9863,16495,7249,9909,56686,15,3,6,16,5,6,51,2547,2938,774,1951,1610,884,1000,881,82,774,464,87,10,2,1,0.001,23,7.2
12,6824,6354,9841,16286,7329,9752,56386,16,8,1,29,12,6,72,2492,3009,800,1960,1585,881,1036,854,88,791,509,78,14,7,1,0.002,34,15.7
13,6846,6287,9825,16247,7292,9664,56161,33,10,10,42,13,13,121,2520,2933,770,1876,1649,846,972,858,73,739,528,80,22,9,1,0.003,50,17.2
14,6769,6264,9764,16267,7220,9869,56153,53,10,26,60,27,25,201,2483,2987,826,1934,1544,907,1030,890,73,773,456,89,42,8,1,0.002,67,18.1
15,6734,6152,9772,16324,7307,9716,56005,44,30,29,114,28,46,291,2467,2828,766,1930,1658,800,953,848,70,779,517,83,57,19,1,0.006,92,67.7
16,6797,6303,9903,16308,7180,9620,56111,81,39,36,149,46,47,398,2598,2919,771,1974,1565,847,1015,898,70,785,462,79,85,31,1,0.009,117,67.7
17,6763,6376,9523,16130,7108,9625,55525,112,40,59,196,50,75,532,2484,2971,773,1846,1569,875,975,912,79,757,476,84,105,35,1,0.011,150,67.7
18,6810,6078,9613,16113,7129,9597,55340,168,61,72,261,67,78,707,2428,2778,795,1893,1529,807,992,825,87,788,444,97,150,47,1,0.015,190,67.7
19,6823,6059,9613,16029,7129,9529,55182,260,96,93,321,92,110,972,2527,2834,764,1933,1581,871,1054,889,95,786,521,92,216,77,1,0.022,246,67.7
20,6651,6073,9415,16028,7025,9552,54744,302,102,99,411,113,153,1180,2500,2849,695,1886,1502,847,958,870,88,729,461,88,262,92,1,0.029,303,67.7
