Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark
1,6617,6315,9716,16281,7201,9602,55732,0,1,0,0,0,0,1,2439,2955,756,1916,1602,853,972,952,72,785,466,64,0,0,0,0,1,0
2,6746,6227,9613,16134,7217,9987,55924,2,0,0,2,0,0,4,2491,2943,741,1917,1601,870,1001,894,84,720,506,85,1,0,0,0,3,5.1
3,6715,6222,9546,15997,7476,9691,55647,3,0,0,4,2,2,11,2464,2853,736,1881,1642,866,1045,839,70,786,503,83,2,0,0,0,5,6.3
4,6784,6150,9633,16319,7205,9891,55982,3,0,3,9,3,3,21,2539,2894,766,1847,1560,888,1011,856,69,763,475,85,2,2,1,0.001,7,6.7
5,6637,6151,9669,16237,7378,9847,55919,0,3,1,12,4,3,23,2435,2873,765,1857,1653,890,1019,847,69,743,499,84,5,1,1,0,8,9.5
6,6703,6135,9853,16392,7280,9894,56257,5,6,9,9,3,4,36,2446,2799,781,1990,1612,934,985,883,76,794,509,99,6,4,1,0.001,15,13.6
7,6744,6245,9635,16413,7248,9845,56130,17,4,8,20,7,3,59,2500,2963,793,1933,1539,901,967,861,60,764,456,118,10,4,1,0.001,25,19.6
8,6708,6126,9726,16407,7323,9886,56176,18,6,4,26,13,2,69,2494,2850,783,1957,1546,870,1027,837,71,803,504,87,13,5,1,0.002,33,30.5
9,6638,6242,9760,16464,7301,9912,56317,18,10,11,41,11,17,108,2434,2853,764,1887,1523,890,959,876,61,759,440,93,18,8,1,0.003,48,41.2
10,6788,6226,9893,16714,7404,9896,56921,36,15,12,62,23,20,168,2472,2953,790,1979,1576,919,982,891,105,817,469,94,31,12,1,0.004,71,47.6
1,6649,6358,9634,16223,7197,9753,55814,0,0,1,0,0,0,1,2440,2997,760,1970,1541,904,973,919,86,822,452,92,0,0,0,0,1,0
2,6761,6163,9658,16248,7334,9844,56008,0,0,0,0,0,0,0,2528,2913,774,1952,1630,901,959,905,77,761,482,83,0,0,0,0,0,2.2
3,6675,6100,9729,16160,7240,9823,55727,0,0,0,0,0,0,0,2473,2907,782,1873,1572,861,992,878,93,753,473,86,0,0,0,0,0,2.2
4,6572,6153,9852,16298,7281,9728,55884,0,0,0,0,0,0,0,2457,2831,837,1899,1604,874,1000,848,82,778,503,92,0,0,0,0,0,2.2
5,6633,6264,9827,16403,7259,9989,56375,0,0,0,0,0,0,0,2451,2993,781,2030,1614,926,957,897,74,810,502,88,0,0,0,0,0,2.2
6,6661,6325,9768,16349,7428,9800,56331,0,0,0,0,0,0,0,2490,2988,758,1888,1574,900,977,881,78,754,472,97,0,0,0,0,0,2.2
7,6683,6244,9962,16590,7287,10086,56852,0,0,0,0,0,0,0,2461,2992,799,1907,1570,849,949,862,69,774,498,89,0,0,0,0,0,2.2
8,6693,6368,9931,16739,7562,10005,57298,0,0,0,0,0,0,0,2467,3124,839,1989,1675,931,976,933,102,800,514,92,0,0,0,0,0,2.2
9,6688,6362,10031,16728,7488,9949,57246,0,0,0,0,0,0,0,2443,3011,830,1978,1623,899,956,901,91,792,493,103,0,0,0,0,0,2.2
10,6745,6320,9996,16842,7430,10178,57511,0,0,0,0,0,0,0,2472,2983,822,2017,1697,903,995,875,78,812,489,86,0,0,0,0,0,2.2
1,6657,6310,9705,16221,7181,9746,55820,0,1,0,0,1,0,2,2503,3079,744,1911,1584,909,979,913,63,767,471,98,2,1,1,0,0,0
2,6580,6290,9770,16142,7197,9645,55624,0,0,0,0,0,0,0,2455,2940,817,1886,1614,877,1007,863,83,733,479,87,0,0,1,0,0,3.2
3,6704,6252,9656,16005,7128,9585,55330,0,0,0,0,0,0,0,2531,2978,794,1900,1603,888,1026,877,88,787,479,84,0,0,1,0,0,3.2
4,6637,6236,9460,15943,7120,9698,55094,0,0,0,0,0,0,0,2409,2884,759,1946,1581,905,953,870,76,799,493,82,0,0,1,0,0,3.2
5,6788,6000,9361,15826,7162,9492,54629,0,0,0,0,0,0,0,2564,2821,710,1821,1602,884,1048,833,84,742,490,92,0,0,1,0,0,3.2
6,6573,6021,9690,15931,7010,9548,54773,0,0,0,0,0,0,0,2456,2835,797,1858,1540,888,969,816,79,770,458,95,0,0,1,0,0,3.2
7,6523,6224,9531,15921,7009,9614,54822,0,0,0,0,0,0,0,2367,2885,724,1913,1504,896,933,866,92,784,429,85,0,0,1,0,0,3.2
8,6682,6076,9521,15927,7159,9679,55044,0,0,0,0,0,0,0,2438,2945,756,1889,1563,895,952,960,60,764,440,89,0,0,1,0,0,3.2
9,6541,6065,9618,16051,7158,9535,54968,0,0,0,0,0,0,0,2449,2857,752,1879,1570,822,982,846,69,723,457,80,0,0,1,0,0,3.2
10,6469,6100,9716,16160,7200,9754,55399,0,0,0,0,0,0,0,2373,2854,807,1874,1543,850,944,889,83,781,456,98,0,0,1,0,0,3.2
1,6636,6261,9610,16220,7149,9767,55643,0,1,0,0,0,0,1,2454,2938,682,1855,1624,834,997,851,69,759,465,86,1,0,0,0,0,0
2,6710,6242,9636,16050,7346,9482,55466,0,0,0,0,0,0,0,2493,2951,821,1879,1578,877,985,872,92,796,480,87,0,0,0,0,0,3.2
3,6693,6105,9736,16100,7003,9677,55314,0,0,0,0,0,0,0,2518,2889,787,1898,1513,863,1015,828,67,736,436,80,0,0,0,0,0,3.2
4,6606,6311,9544,15975,7154,9399,54989,0,0,0,0,0,0,0,2491,2892,720,1860,1575,810,969,912,64,741,485,68,0,0,0,0,0,3.2
5,6712,6172,9516,15853,7011,9596,54860,0,0,0,0,0,0,0,2506,2869,781,1843,1533,889,919,881,71,733,457,70,0,0,0,0,0,3.2
6,6730,6049,9510,16014,7114,9530,54947,0,0,0,0,0,0,0,2560,2832,713,1954,1538,887,998,849,60,789,486,95,0,0,0,0,0,3.2
7,6585,6134,9525,16040,7030,9644,54958,0,0,0,0,0,0,0,2375,2908,761,1866,1568,902,897,870,86,788,471,79,0,0,0,0,0,3.2
8,6601,6018,9536,16090,7151,9667,55063,0,0,0,0,0,0,0,2457,2870,740,1858,1616,875,933,890,66,742,475,86,0,0,0,0,0,3.2
9,6526,6126,9637,16208,7194,9640,55331,0,0,0,0,0,0,0,2392,2813,747,1879,1565,868,952,854,66,730,463,88,0,0,0,0,0,3.2
10,6634,6169,9686,16221,7141,9793,55644,0,0,0,0,0,0,0,2461,2952,758,1898,1572,829,987,861,71,798,487,84,0,0,0,0,0,3.2
1,6646,6267,9763,16288,7151,9637,55752,0,1,0,0,0,0,1,2493,2905,761,1923,1591,856,1050,883,77,773,506,100,0,0,0,0,1,0
2,6685,6238,9529,16118,7159,9785,55514,2,0,0,0,0,1,3,2492,2861,791,1812,1541,879,1038,854,77,744,454,92,0,0,0,0,2,2.2
3,6720,6089,9607,16120,7261,9694,55491,3,0,0,0,2,0,5,2397,2905,810,1882,1621,865,993,887,88,724,492,73,1,0,0,0,2,2.2
4,6679,6136,9682,16202,7249,9746,55694,2,0,1,3,0,2,8,2552,2850,776,1955,1646,899,1014,879,74,788,497,86,1,1,1,0,3,2.2
5,6607,6212,9747,16148,7207,9639,55560,2,2,0,8,0,2,14,2444,3004,787,1836,1585,898,985,888,64,726,485,99,2,0,1,0,8,3.6
6,6546,6247,9728,16244,7151,9827,55743,6,4,4,14,3,4,35,2376,2928,741,1887,1559,862,932,896,76,785,474,87,9,3,1,0.001,16,39
7,6668,6239,9735,16372,7338,9754,56106,12,6,7,28,9,6,68,2395,3026,800,1935,1647,841,954,925,81,769,526,71,9,2,1,0.001,29,39
8,6703,6182,9770,16436,7254,9905,56250,30,13,11,44,18,19,135,2466,3008,772,1880,1602,910,954,920,90,744,457,89,25,10,1,0.003,50,40
9,6632,6351,9797,16446,7323,9829,56378,49,17,20,60,17,25,188,2463,2912,773,1909,1606,865,948,848,95,782,472,78,40,17,1,0.005,80,40
10,6765,6244,9880,16416,7307,9688,56300,78,19,15,80,18,26,236,2505,2893,776,1971,1553,909,1026,844,64,766,467,83,61,26,1,0.008,102,43.1
1,6659,6231,9617,16339,7106,9890,55842,0,1,0,0,0,0,1,2478,2901,782,1892,1641,918,1015,862,83,772,496,85,0,0,0,0,1,0
2,6702,6039,9738,16170,7360,9703,55712,3,0,0,0,0,0,3,2493,2798,765,1977,1601,855,993,855,89,786,444,77,0,0,0,0,2,6.4
3,6704,6197,9629,16272,7273,9891,55966,9,0,0,0,1,1,11,2459,2926,781,1917,1575,865,997,855,77,751,433,96,4,0,0,0,5,7.8
4,6698,6067,9966,16408,7346,9757,56242,10,0,0,3,1,0,14,2456,2892,797,1906,1594,859,984,899,77,768,482,84,1,1,1,0,9,8.5
5,6616,6350,9797,16509,7183,9921,56376,12,0,0,4,2,3,21,2457,2961,787,1873,1564,865,1011,916,80,744,457,100,6,1,1,0,10,9.2
6,6704,6263,9945,16548,7366,9736,56562,7,1,4,9,2,5,28,2522,2938,803,2036,1617,887,1017,854,69,766,488,77,5,2,1,0.001,15,13
7,6716,6493,9898,16519,7194,9905,56725,3,4,5,13,3,2,30,2430,3050,806,1857,1548,905,966,905,85,703,473,107,4,2,1,0.001,14,21.4
8,6914,6383,9954,16535,7348,9853,56987,13,4,7,17,4,9,54,2557,2945,803,1986,1645,887,978,854,72,781,475,81,11,3,1,0.001,28,22.2
9,6967,6433,9932,16547,7285,9886,57050,18,9,8,25,9,9,78,2587,3006,760,1965,1648,908,1072,947,83,773,511,91,22,11,1,0.003,36,25.6
10,6957,6424,9804,16287,7318,9816,56606,16,10,9,39,6,7,87,2539,3002,796,1890,1608,871,967,907,81,756,465,85,17,5,1,0.002,46,25.6
1,6652,6236,9743,16290,7210,9810,55941,1,0,1,1,0,0,3,2534,2935,804,1956,1546,928,1067,908,91,765,478,84,0,0,0,0,2,0
2,6606,6246,9612,16194,7218,9857,55733,0,0,1,1,0,1,3,2481,2911,708,1870,1563,903,1001,880,76,733,464,89,0,0,0,0,1,8.2
3,6648,6064,9588,16069,7288,9823,55480,0,0,0,0,0,0,0,2403,2937,772,1896,1595,875,973,868,72,736,485,101,0,0,0,0,0,26
4,6515,6124,9760,16240,7310,9806,55755,0,0,0,0,0,0,0,2440,2826,799,1913,1632,887,941,845,78,724,468,86,0,0,0,0,0,26
5,6598,6241,9792,16058,7274,9541,55504,0,0,0,0,0,0,0,2425,2984,765,1881,1651,868,957,900,77,745,487,106,0,0,0,0,0,26
6,6646,6275,9619,16161,7016,9761,55478,0,0,0,0,0,0,0,2404,3010,778,1945,1534,881,958,902,69,783,484,89,0,0,0,0,0,26
7,6672,6217,9448,16126,7243,9763,55469,0,0,0,0,0,0,0,2519,2909,778,1928,1604,859,988,832,69,799,470,86,0,0,0,0,0,26
8,6640,6045,9639,16155,7290,9626,55395,0,0,0,0,0,0,0,2448,2785,805,1917,1585,874,1018,793,72,745,495,86,0,0,0,0,0,26
9,6641,6124,9643,16262,7160,9821,55651,0,0,0,0,0,0,0,2468,2912,817,1944,1528,883,974,908,60,812,451,91,0,0,0,0,0,26
10,6598,6103,9810,16437,7295,9777,56020,0,0,0,0,0,0,0,2430,2923,800,1972,1589,859,935,853,70,784,495,79,0,0,0,0,0,26
1,6646,6389,9740,16225,7193,9792,55985,0,1,0,0,0,0,1,2455,3028,716,1947,1562,867,971,923,78,739,448,75,1,0,0,0,0,0
2,6695,6307,9623,16132,7321,9562,55640,0,0,0,0,0,0,0,2465,2918,768,1905,1589,823,1014,882,94,789,450,73,0,0,0,0,0,3.2
3,6850,6151,9729,16085,7143,9709,55667,0,0,0,0,0,0,0,2562,2932,785,1902,1580,882,1021,871,73,751,477,78,0,0,0,0,0,3.2
4,6683,6175,9623,16065,7273,9615,55434,0,0,0,0,0,0,0,2505,2872,798,1951,1588,858,984,813,72,777,448,98,0,0,0,0,0,3.2
5,6655,6102,9729,15932,7204,9596,55218,0,0,0,0,0,0,0,2491,2859,755,1871,1568,829,995,826,74,742,496,69,0,0,0,0,0,3.2
6,6597,6227,9562,16154,7144,9651,55335,0,0,0,0,0,0,0,2444,2940,752,1939,1594,909,931,913,65,772,487,99,0,0,0,0,0,3.2
7,6683,6056,9884,16094,7161,9652,55530,0,0,0,0,0,0,0,2486,2822,757,1893,1561,811,1016,824,67,763,436,82,0,0,0,0,0,3.2
8,6628,6371,9568,16006,7260,9465,55298,0,0,0,0,0,0,0,2381,3005,780,1851,1599,860,946,936,83,724,478,74,0,0,0,0,0,3.2
9,6797,6075,9701,16244,6983,9811,55611,0,0,0,0,0,0,0,2423,2882,807,1875,1537,888,1006,861,97,774,449,95,0,0,0,0,0,3.2
10,6771,6161,9541,16178,7267,9744,55662,0,0,0,0,0,0,0,2506,2821,783,1955,1559,845,1028,863,63,793,444,93,0,0,0,0,0,3.2
1,6649,6266,9794,16233,7156,9673,55771,0,0,0,0,0,0,0,2503,2948,768,1912,1557,877,1019,863,80,767,498,92,0,0,0,0,0,0
2,6614,6283,9730,16181,7173,9737,55718,0,0,0,0,0,0,0,2457,2926,775,1900,1633,868,1004,893,84,780,494,99,0,0,0,0,0,3
3,6712,6205,9651,16018,7252,9650,55488,0,0,0,0,0,0,0,2483,2912,759,1916,1632,888,1008,863,73,780,495,93,0,0,0,0,0,3
4,6678,6126,9751,16077,7146,9655,55433,0,0,0,0,0,0,0,2444,2905,820,1891,1571,855,1012,895,90,780,508,97,0,0,0,0,0,3
5,6669,6216,9781,16165,7092,9655,55578,0,0,0,0,0,0,0,2514,2803,847,1925,1588,880,1051,837,89,778,464,95,0,0,0,0,0,3
6,6745,6241,9734,16180,7176,9572,55648,0,0,0,0,0,0,0,2458,2928,736,1851,1641,842,954,854,61,729,501,90,0,0,0,0,0,3
7,6766,6312,9670,16216,7140,9810,55914,0,0,0,0,0,0,0,2516,2906,758,1947,1542,921,1036,850,70,796,479,89,0,0,0,0,0,3
8,6756,6229,9799,16205,7275,9806,56070,0,0,0,0,0,0,0,2518,2880,765,1920,1613,895,1000,802,77,763,501,90,0,0,0,0,0,3
9,6767,6265,9699,16285,7298,9937,56251,0,0,0,0,0,0,0,2510,2950,735,1979,1564,934,968,873,68,804,453,82,0,0,0,0,0,3
10,6726,6252,9827,16402,7322,9763,56292,0,0,0,0,0,0,0,2443,2950,736,1909,1630,893,984,860,95,798,487,91,0,0,0,0,0,3
1,6659,6317,9671,16193,7136,9624,55600,0,0,1,0,1,0,2,2426,2920,821,1934,1466,893,993,881,75,757,447,83,0,0,0,0,1,0
2,6828,6164,9789,16208,7151,9775,55915,0,0,2,1,0,0,3,2530,2833,786,1904,1543,835,1008,841,81,800,470,72,1,0,0,0,1,14.3
3,6828,6243,9530,16002,7275,9736,55614,0,0,0,0,0,0,0,2525,2921,725,1846,1580,915,962,853,66,736,479,86,0,0,0,0,0,14.3
4,6803,6128,9512,16173,7171,9751,55538,0,0,0,0,0,0,0,2530,2952,774,1911,1568,848,994,845,69,759,500,93,0,0,0,0,0,14.3
5,6653,5971,9782,16142,7221,9621,55390,0,0,0,0,0,0,0,2442,2840,798,1891,1600,889,964,831,92,783,477,92,0,0,0,0,0,14.3
6,6521,6279,9712,16220,7111,9759,55602,0,0,0,0,0,0,0,2434,2891,714,1931,1522,875,1003,838,65,777,451,77,0,0,0,0,0,14.3
7,6692,6325,9654,16281,7269,9628,55849,0,0,0,0,0,0,0,2491,3009,748,1926,1597,913,984,930,70,759,457,100,0,0,0,0,0,14.3
8,6680,6148,9867,16315,7181,9684,55875,0,0,0,0,0,0,0,2520,2906,785,1942,1594,880,1038,871,81,777,437,97,0,0,0,0,0,14.3
9,6601,6402,9627,16223,7232,9762,55847,0,0,0,0,0,0,0,2397,3012,775,1915,1637,861,912,873,78,767,480,83,0,0,0,0,0,14.3
10,6805,6114,9633,16303,7224,9805,55884,0,0,0,0,0,0,0,2541,2846,763,1995,1573,890,1055,848,75,761,451,97,0,0,0,0,0,14.3
1,6638,6284,9582,16284,7189,9771,55748,0,1,0,0,0,0,1,2508,2953,810,1961,1567,878,1062,878,86,786,476,82,0,0,0,0,1,0
2,6645,6128,9672,16103,7237,9891,55676,0,0,0,0,0,0,0,2456,2867,781,1908,1623,898,976,852,106,730,493,96,0,0,0,0,0,5
3,6624,6120,9774,16005,7354,9754,55631,0,0,0,0,0,0,0,2468,2895,810,1888,1570,883,1022,894,93,749,496,88,0,0,0,0,0,5
4,6568,6273,9702,16232,7213,9848,55836,0,0,0,0,0,0,0,2444,2990,743,1875,1590,935,1000,917,85,731,503,88,0,0,0,0,0,5
5,6567,6266,9892,16435,7286,9801,56247,0,0,0,0,0,0,0,2446,2979,804,1940,1635,838,947,900,87,795,476,90,0,0,0,0,0,5
6,6564,6281,9685,16454,7295,9914,56193,0,0,0,0,0,0,0,2445,2960,825,1899,1600,903,967,880,83,730,456,87,0,0,0,0,0,5
7,6672,6099,9945,16543,7289,9905,56453,0,0,0,0,0,0,0,2427,2801,816,2022,1568,903,960,888,91,810,464,93,0,0,0,0,0,5
8,6746,6276,9750,16535,7372,9837,56516,0,0,0,0,0,0,0,2527,2943,807,2011,1595,909,996,904,100,801,474,105,0,0,0,0,0,5
9,6691,6205,9824,16533,7273,9961,56487,0,0,0,0,0,0,0,2501,2867,749,1935,1627,902,1020,812,73,750,461,92,0,0,0,0,0,5
10,6683,6279,9771,16515,7413,9917,56578,0,0,0,0,0,0,0,2563,2946,724,1941,1642,903,959,896,67,762,500,79,0,0,0,0,0,5
1,6661,6222,9685,16215,7116,9882,55781,0,1,0,0,0,0,1,2446,2907,755,1942,1566,926,1010,903,85,790,474,74,1,0,0,0,0,0
2,6738,6142,9746,16044,7270,9591,55531,0,0,0,0,0,0,0,2522,2940,733,1877,1571,882,983,883,78,728,451,67,0,0,0,0,0,0
3,6600,6265,9714,16033,7146,9580,55338,0,0,0,0,0,0,0,2462,2941,813,1843,1554,883,987,904,87,742,454,92,0,0,0,0,0,0
4,6654,6232,9808,16171,7096,9689,55650,0,0,0,0,0,0,0,2444,2926,761,1920,1575,884,967,869,72,759,493,93,0,0,0,0,0,0
5,6714,6301,9588,15972,7176,9652,55403,0,0,0,0,0,0,0,2442,2964,755,1867,1570,806,987,862,56,754,479,75,0,0,0,0,0,0
6,6804,6085,9618,16111,7193,9732,55543,0,0,0,0,0,0,0,2543,2900,784,1873,1631,933,1008,913,84,734,507,101,0,0,0,0,0,0
7,6614,6124,9756,16171,7180,9748,55593,0,0,0,0,0,0,0,2474,2883,775,1902,1537,882,992,829,71,763,483,98,0,0,0,0,0,0
8,6610,6172,9785,16303,7190,9527,55587,0,0,0,0,0,0,0,2439,2875,765,1883,1596,843,1013,838,76,767,509,80,0,0,0,0,0,0
9,6695,6278,9634,16308,7119,9749,55783,0,0,0,0,0,0,0,2494,2996,736,1966,1544,872,1015,885,72,726,450,87,0,0,0,0,0,0
10,6702,6191,9509,16221,7181,9867,55671,0,0,0,0,0,0,0,2507,2870,695,1923,1575,892,955,888,78,759,424,82,0,0,0,0,0,0
1,6627,6373,9777,16217,7142,9614,55750,0,0,0,0,0,0,0,2386,3009,801,1954,1568,862,939,917,71,809,473,86,0,0,0,0,0,0
2,6788,6242,9643,16124,7080,9784,55661,0,0,0,0,0,0,0,2492,2955,809,1894,1534,853,996,866,70,747,496,102,0,0,0,0,0,0
3,6756,6149,9650,15945,7290,9314,55104,0,0,0,0,0,0,0,2537,2830,744,1905,1621,847,1053,849,88,770,470,90,0,0,0,0,0,0
4,6733,6187,9542,16055,6924,9649,55090,0,0,0,0,0,0,0,2446,2888,750,1896,1481,866,998,854,62,759,443,87,0,0,0,0,0,0
5,6758,6085,9464,16029,7138,9646,55120,0,0,0,0,0,0,0,2555,2858,724,1900,1668,874,1014,807,91,742,494,91,0,0,0,0,0,0
6,6626,6009,9565,15898,7217,9549,54864,0,0,0,0,0,0,0,2493,2816,792,1920,1559,836,1033,857,67,747,481,93,0,0,0,0,0,0
7,6552,6086,9672,16096,7054,9602,55062,0,0,0,0,0,0,0,2363,2893,751,1900,1529,854,916,882,64,779,483,98,0,0,0,0,0,0
8,6627,6173,9716,16065,7162,9659,55402,0,0,0,0,0,0,0,2425,2992,784,1894,1534,829,977,871,66,793,409,75,0,0,0,0,0,0
9,6578,6139,9734,16160,7193,9718,55522,0,0,0,0,0,0,0,2417,2931,791,1938,1599,924,954,870,83,784,480,106,0,0,0,0,0,0
10,6635,6257,9685,16258,7176,9768,55779,0,0,0,0,0,0,0,2456,2981,758,1880,1628,847,1004,906,73,739,476,94,0,0,0,0,0,0
1,6675,6315,9759,16279,7070,9890,55988,0,1,0,0,0,0,1,2445,2925,787,1932,1580,870,946,890,88,780,473,80,1,0,0,0,0,0
2,6815,6306,9569,15984,7364,9739,55777,0,0,0,0,0,0,0,2505,2953,779,1873,1597,840,1049,883,87,765,474,95,0,0,0,0,0,2.2
3,6796,6136,9719,16294,7244,9795,55984,0,0,0,0,0,0,0,2565,2896,787,1878,1615,944,988,887,81,763,473,83,0,0,0,0,0,2.2
4,6679,6231,9731,16352,7220,9815,56028,0,0,0,0,0,0,0,2460,3000,805,1912,1550,882,1016,887,75,791,486,90,0,0,0,0,0,2.2
5,6665,6168,9754,16420,7248,9824,56079,0,0,0,0,0,0,0,2492,2891,779,1910,1578,839,1018,868,94,752,463,91,0,0,0,0,0,2.2
6,6584,6262,9743,16475,7292,9863,56219,0,0,0,0,0,0,0,2463,2961,781,1944,1553,871,999,904,75,792,466,88,0,0,0,0,0,2.2
7,6580,6200,9766,16573,7381,10028,56528,0,0,0,0,0,0,0,2370,2882,799,1907,1615,877,935,831,71,775,495,68,0,0,0,0,0,2.2
8,6722,6222,9926,16632,7486,10158,57146,0,0,0,0,0,0,0,2477,2896,798,2003,1601,891,988,880,86,858,466,94,0,0,0,0,0,2.2
9,6715,6338,9996,16721,7536,10072,57378,0,0,0,0,0,0,0,2456,3027,847,1917,1659,882,996,945,92,749,510,88,0,0,0,0,0,2.2
10,6762,6417,10158,16976,7458,10132,57903,0,0,0,0,0,0,0,2493,2972,810,2076,1635,941,983,893,78,815,476,113,0,0,0,0,0,2.2
1,6635,6299,9673,16202,7142,9816,55767,0,1,0,0,0,0,1,2519,2967,793,1986,1559,877,1009,888,75,786,480,83,0,0,0,0,1,0
2,6637,6172,9564,16106,7332,9818,55629,0,0,0,0,0,0,0,2530,2859,774,1918,1601,893,991,886,63,758,506,91,0,0,0,0,0,3
3,6645,6161,9585,16148,7262,9675,55476,0,0,0,0,0,0,0,2448,2897,748,1916,1598,872,950,853,83,727,456,75,0,0,0,0,0,3
4,6733,6157,9681,16242,7213,9672,55698,0,0,0,0,0,0,0,2522,2860,810,1879,1589,873,1014,874,84,749,460,87,0,0,0,0,0,3
5,6711,6158,9573,16273,7121,9698,55534,0,0,0,0,0,0,0,2587,2924,768,1933,1595,882,1013,900,82,792,492,99,0,0,0,0,0,3
6,6581,6114,9696,16160,7303,9859,55713,0,0,0,0,0,0,0,2490,2855,758,1910,1555,908,966,851,83,771,477,92,0,0,0,0,0,3
7,6562,6211,9712,16312,7314,10016,56127,0,0,0,0,0,0,0,2434,2904,781,1907,1554,914,969,906,83,709,473,79,0,0,0,0,0,3
8,6645,6225,9883,16482,7381,9704,56320,0,0,0,0,0,0,0,2439,2931,754,1913,1618,844,1007,844,78,770,491,85,0,0,0,0,0,3
9,6688,6348,9911,16665,7160,10003,56775,0,0,0,0,0,0,0,2538,2914,772,2036,1522,982,995,895,78,797,441,92,0,0,0,0,0,3
10,6697,6363,9841,16559,7344,9783,56587,0,0,0,0,0,0,0,2462,3016,795,1978,1658,911,987,922,80,779,494,91,0,0,0,0,0,3
1,6641,6259,9653,16217,7199,9777,55746,0,2,0,1,0,0,3,2533,2986,710,1929,1638,845,1021,904,67,765,478,91,1,1,1,0,2,0
2,6599,6272,9609,16050,7277,9737,55544,1,1,0,1,0,0,3,2422,2925,733,1942,1581,895,960,866,68,764,485,105,1,1,1,0,1,3.2
3,6688,6156,9433,15932,7196,9744,55149,4,0,0,2,0,0,6,2491,2930,770,1890,1528,875,1012,875,87,735,476,87,3,3,1,0.001,3,3.2
4,6637,6046,9624,16137,7224,9696,55364,4,0,0,2,1,1,8,2452,2850,778,1926,1549,863,986,841,69,777,470,87,2,1,1,0,3,3.6
5,6586,6151,9916,16271,7242,9631,55797,5,0,1,5,1,2,14,2493,2824,775,1956,1575,869,992,865,82,761,472,92,4,2,1,0.001,6,3.6
6,6611,6326,9697,16349,7152,9830,55965,4,1,2,6,0,1,14,2453,2974,788,1944,1512,826,943,882,80,753,449,83,3,1,1,0,5,3.6
7,6686,6242,9697,16345,7369,9855,56194,3,2,1,8,3,2,19,2525,2935,738,1977,1572,899,990,881,67,764,490,97,2,1,1,0,10,5
8,6686,6198,9989,16469,7254,9960,56556,7,1,7,19,8,6,48,2389,2918,761,1902,1572,863,955,899,73,780,493,84,13,5,1,0.002,14,10.2
9,6771,6468,9907,16422,7413,10004,56985,6,8,9,28,5,6,62,2514,3076,794,1948,1591,898,999,911,83,784,473,102,12,4,1,0.001,23,16.3
10,6819,6377,9860,16489,7493,9907,56945,15,9,9,31,10,18,92,2473,3040,781,1940,1652,939,962,925,86,792,488,94,11,4,1,0.001,34,16.3
1,6640,6309,9640,16265,7157,9610,55621,0,0,1,1,0,1,3,2451,2980,781,1968,1545,895,991,951,82,772,437,98,0,0,0,0,1,0
2,6711,6151,9743,16135,7074,9840,55654,1,0,1,4,0,1,7,2489,2900,753,1915,1502,911,1017,854,82,771,422,79,1,0,0,0,3,1
3,6694,6200,9431,15961,7291,9648,55225,3,0,0,4,2,1,10,2450,2931,751,1862,1608,881,970,885,63,761,472,70,4,0,0,0,3,3.2
4,6701,6030,9672,16174,7204,9637,55418,2,1,1,2,0,1,7,2553,2803,850,1955,1552,861,1049,822,84,794,461,98,2,0,0,0,3,3.2
5,6572,6148,9720,16113,7191,9716,55460,3,0,0,1,2,3,9,2436,2896,722,1948,1562,846,991,888,78,798,491,86,2,0,0,0,4,3.2
6,6588,6330,9659,16068,7283,9692,55620,2,0,0,9,4,3,18,2493,3024,795,1909,1620,935,986,903,88,756,485,96,4,1,1,0,9,6.3
7,6588,6203,9807,16169,7147,9509,55423,5,1,7,15,2,6,36,2508,2898,773,1917,1587,883,1057,888,73,752,503,85,2,1,1,0,18,6.3
8,6625,6293,9611,16171,7062,9647,55409,11,4,8,28,6,4,61,2422,2981,798,1925,1529,816,947,876,78,740,472,65,13,4,1,0.001,29,9.9
9,6707,6122,9644,16143,7186,9614,55416,19,10,11,40,11,12,103,2519,2895,770,1934,1553,834,1039,862,73,779,469,85,19,9,1,0.003,44,28
10,6589,6050,9796,16175,7139,9478,55227,39,18,16,70,17,33,193,2432,2780,788,1908,1630,793,990,843,74,772,508,88,48,19,1,0.006,70,30.6
1,6679,6248,9808,16324,7199,9964,56222,0,1,0,0,0,0,1,2450,2955,761,2021,1597,947,923,859,78,771,469,91,1,0,0,0,0,0
2,6693,6343,9527,16077,7415,9648,55703,0,0,0,0,0,0,0,2503,2989,744,1927,1669,873,980,921,81,780,538,86,0,0,0,0,0,2
3,6718,6079,9692,16136,7146,9844,55615,0,0,0,0,0,0,0,2474,2850,757,1945,1570,854,973,855,65,796,480,90,0,0,0,0,0,2
4,6687,6229,9683,16132,7371,9726,55828,0,0,0,0,0,0,0,2482,2849,774,1937,1590,846,959,840,64,789,494,90,0,0,0,0,0,2
